id	retained_domains1	lost_domains1	retained_domains2	lost_domains2	retained_domain_names1	lost_domain_names1	retained_domain_names2	lost_domain_names2
49	-|IPR037626|IPR000225|IPR012510|IPR024131|IPR002048|IPR001680|IPR006624	-|IPR022333|IPR039681|IPR039465|IPR031674|IPR038803|IPR042864|IPR051751	IPR043520|IPR028040|IPR050169|IPR001909|IPR032738|IPR024861|-|IPR009938	IPR028290|-|IPR001837|IPR028288|IPR040169|IPR051976|IPR007972|IPR032764	-|Nucleoporin Nup37|Armadillo|Actin-binding, Xin repeat|Uncharacterised protein family UPF0489|EF-hand domain|WD40 repeat|Beta-propeller repeat TECPR	-|Tumour necrosis factor receptor 19-like|Interleukin-18-binding protein|Interleukin-17 receptor-like|Protein of unknown function DUF4714|Small integral membrane protein 33|Transmembrane protein 25|Immunoreceptor signaling adapters	Spermatogenesis-associated protein 21|Type 2 DNA topoisomerase 6 subunit B-like|Krueppel C2H2-type zinc-finger|Krueppel-associated box|TBC1 domain family member 30, C-terminal|Donson|-|Nmi/IFP 35 domain, N-terminal	WASH1|-|Adenylate cyclase-associated CAP|SCAR/WAVE family|SURP and G-patch domain-containing protein 1/2|Synaptopodin domain-containing protein|Mitochondrial fission regulator 1|Tankyrase 1-binding protein, C-terminal
50	-|IPR039465|IPR024831|IPR027888|IPR027834|IPR039681|IPR028111|IPR042372	-|IPR037626|IPR002048|IPR000225|IPR003358|IPR004823|IPR018487|IPR000426	IPR043520|IPR028040|IPR050169|IPR001909|IPR032738|IPR024861|-|IPR009938	IPR028290|-|IPR001837|IPR028288|IPR040169|IPR051976|IPR007972|IPR032764	-|Interleukin-17 receptor-like|Uroplakin-3|Protein of unknown function DUF4501|Pre-T-cell antigen receptor|Interleukin-18-binding protein|Melanocortin-2 receptor accessory protein family|Interleukin-15 receptor subunit alpha	-|Nucleoporin Nup37|EF-hand domain|Armadillo|tRNA (guanine-N-7) methyltransferase, Trmb type|TATA box binding protein associated factor (TAF), histone-like fold domain|Hemopexin-like repeats|Proteasome alpha-subunit, N-terminal domain	Spermatogenesis-associated protein 21|Type 2 DNA topoisomerase 6 subunit B-like|Krueppel C2H2-type zinc-finger|Krueppel-associated box|TBC1 domain family member 30, C-terminal|Donson|-|Nmi/IFP 35 domain, N-terminal	WASH1|-|Adenylate cyclase-associated CAP|SCAR/WAVE family|SURP and G-patch domain-containing protein 1/2|Synaptopodin domain-containing protein|Mitochondrial fission regulator 1|Tankyrase 1-binding protein, C-terminal
51	-|IPR003961|IPR042864|IPR024831|IPR050831|IPR027841|IPR050379|IPR004213	IPR001148|IPR029192|IPR039873|IPR028042|IPR026607|IPR027852|IPR012932|IPR027978	IPR043520|IPR028040|IPR050169|IPR001909|IPR032738|IPR024861|-|IPR009938	IPR028290|-|IPR001837|IPR028288|IPR040169|IPR051976|IPR007972|IPR032764	-|Fibronectin type III|Transmembrane protein 25|Uroplakin-3|Carcinoembryonic antigen-related cell adhesion|Interleukin-17 receptor C/E, N-terminal|Type I Cytokine Receptor|Flt3 ligand	Alpha carbonic anhydrase domain|Spermatogenesis-associated protein 25|Coiled-coil domain-containing protein 78|Protein of unknown function DUF4639|DMRT family|Steroid receptor-associated and regulated protein|Vitamin K epoxide reductase|Protein of unknown function DUF4644	Spermatogenesis-associated protein 21|Type 2 DNA topoisomerase 6 subunit B-like|Krueppel C2H2-type zinc-finger|Krueppel-associated box|TBC1 domain family member 30, C-terminal|Donson|-|Nmi/IFP 35 domain, N-terminal	WASH1|-|Adenylate cyclase-associated CAP|SCAR/WAVE family|SURP and G-patch domain-containing protein 1/2|Synaptopodin domain-containing protein|Mitochondrial fission regulator 1|Tankyrase 1-binding protein, C-terminal
52	IPR039465|IPR050650|IPR045219|IPR027841|-|IPR022329|IPR051223|IPR034549	IPR053081|-|IPR050650|IPR026136|IPR039243|IPR052420|IPR052231|IPR042355	IPR043520|IPR028040|IPR050169|IPR001909|IPR032738|IPR024861|-|IPR009938	IPR028290|-|IPR001837|IPR028288|IPR040169|IPR051976|IPR007972|IPR032764	Interleukin-17 receptor-like|Type II Cytokine and Tissue Factor Receptors|PKD- and KLD-Associated Transmembrane|Interleukin-17 receptor C/E, N-terminal|-|Tumour necrosis factor receptor 25|Polycystin|Sperm acrosome membrane-associated protein 6	Small Integral Membrane Modulators|-|Type II Cytokine and Tissue Factor Receptors|RIPOR family member 3|Leucine-rich repeat-containing protein 25|Espin and Espin-like domain-containing protein|Rho GEF and signaling-related domain-containing protein|IGF-like family receptor 1	Spermatogenesis-associated protein 21|Type 2 DNA topoisomerase 6 subunit B-like|Krueppel C2H2-type zinc-finger|Krueppel-associated box|TBC1 domain family member 30, C-terminal|Donson|-|Nmi/IFP 35 domain, N-terminal	WASH1|-|Adenylate cyclase-associated CAP|SCAR/WAVE family|SURP and G-patch domain-containing protein 1/2|Synaptopodin domain-containing protein|Mitochondrial fission regulator 1|Tankyrase 1-binding protein, C-terminal
53	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
54	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
55	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
56	IPR018499|IPR001614|IPR013092|IPR008661|IPR007305|IPR011691|IPR015526|IPR009914	IPR051517|IPR051622|IPR050828|-|IPR016126|IPR000333|IPR022076|IPR052771	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	Tetraspanin/Peripherin|Myelin proteolipid protein PLP|Connexin, N-terminal|L6 membrane|Vesicle transport protein, Got1/SFT2-like|Vesicle transport protein SFT2|Frizzled/secreted frizzled-related protein|Dolichol phosphate-mannose biosynthesis regulatory	Interferon-induced transmembrane antiviral protein|Receptor-type Tyrosine-protein Phosphatases|C-type lectin and matrix domain-containing protein|-|Secretoglobin|Ser/Thr protein kinase, TGFB receptor|Limbin|Neurotrophin-activated signaling adaptor	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
57	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
58	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
59	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
60	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
61	IPR050164|IPR001394|IPR028889|IPR050185|IPR050617|IPR037936|IPR039042|IPR044635	IPR002048|IPR037626|IPR000225|IPR004908|IPR007886|-|IPR017073|IPR001680	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	Ubiquitin carboxyl-terminal hydrolases|Peptidase C19, ubiquitin carboxyl-terminal hydrolase|Ubiquitin specific protease UPS, catalytic domain|Ubiquitin carboxyl-terminal hydrolase|E3 ubiquitin-protein ligases and FN3/SPRY domain-containing proteins|Netrin receptor UNC5|UDP-N-acetylglucosamine transferase subunit Alg13-like|Ubiquitin carboxyl-terminal hydrolase 14-like	EF-hand domain|Nucleoporin Nup37|Armadillo|ATPase, V1 complex, subunit H|Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal|-|Hepatocyte growth factor-regulated tyrosine kinase substrate/VPS27|WD40 repeat	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
62	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
63	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
64	IPR000684|IPR026737|IPR049147|IPR050998|IPR000354|IPR009443|IPR025799|IPR048452	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|FAM186A, PQQAQ repeat|Forkhead box protein P|Involucrin repeat|Nuclear pore complex interacting protein|Protein arginine N-methyltransferase|Mastermind-like protein 2, transcriptional activation domain	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
65	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR009443|IPR026737|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Nuclear pore complex interacting protein|Golgin subfamily A member 6-like|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
66	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	IPR049147|IPR000684|IPR026737|IPR050998|IPR025799|IPR008814|IPR026058|IPR008853	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family	FAM186A, PQQAQ repeat|RNA polymerase II, heptapeptide repeat, eukaryotic|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|LIPIN family|TMEM9/TMEM9B	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
67	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR008853|IPR026058	IPR000684|IPR049147|IPR026737|IPR050998|IPR025799|IPR008814|IPR000354|IPR009443	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	IPR000684|IPR000354|IPR026737|IPR009443|IPR048452|IPR050998|IPR049147|IPR025799	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|TMEM9/TMEM9B|LIPIN family	RNA polymerase II, heptapeptide repeat, eukaryotic|FAM186A, PQQAQ repeat|Golgin subfamily A member 6-like|Forkhead box protein P|Protein arginine N-methyltransferase|Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1|Involucrin repeat|Nuclear pore complex interacting protein	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase	RNA polymerase II, heptapeptide repeat, eukaryotic|Involucrin repeat|Golgin subfamily A member 6-like|Nuclear pore complex interacting protein|Mastermind-like protein 2, transcriptional activation domain|Forkhead box protein P|FAM186A, PQQAQ repeat|Protein arginine N-methyltransferase
